acc,gc,gc3,TAA_1_a3,TAA_1_a6,TAA_1_t3,TAA_1_t6,TAG_1_a3,TAG_1_a6,TAG_1_t3,TAG_1_t6
AE000512,0.4646011006727097,0.5254215662609055,0.7433155080213903,0.47058823529411764,0.25668449197860965,0.5294117647058824,0.16856492027334852,0.16856492027334852,0.8314350797266514,0.8314350797266514
AE008691,0.3787847063886088,0.33525022973114044,0.6755070202808112,0.46957878315132606,0.3244929797191888,0.5304212168486739,0.6527777777777778,0.4288194444444444,0.3472222222222222,0.5711805555555556
AE017180,0.6168454707792773,0.7768075741058033,0.26126126126126126,0.12612612612612611,0.7387387387387387,0.8738738738738738,0.23333333333333334,0.22666666666666666,0.7666666666666667,0.7733333333333333
AM260525,0.40824537590823917,0.30676779862324566,0.13292117465224113,0.18701700154559506,0.8670788253477589,0.8129829984544049,0.05389221556886228,0.22554890219560877,0.9461077844311377,0.7744510978043913
AP008971,0.326295328598776,0.2604198216699786,0.494949494949495,0.2745638200183655,0.5050505050505051,0.7254361799816346,0.425,0.42291666666666666,0.575,0.5770833333333333
AP012044,0.5480359356870546,0.659336745409549,0.2032854209445585,0.20944558521560575,0.7967145790554415,0.7905544147843943,0.25925925925925924,0.37448559670781895,0.7407407407407407,0.6255144032921811
AP012338,0.7331149115745128,0.9482978045031665,1.0,0.0,0.0,1.0,0.0,0.4,1.0,0.6
BA000043,0.5306091002789196,0.6186783955595854,0.040740740740740744,0.11481481481481481,0.9592592592592593,0.8851851851851852,0.07364341085271318,0.27906976744186046,0.9263565891472868,0.7209302325581395
CP000116,0.6651157523052295,0.8542807938882,0.25,0.25,0.75,0.75,0.13333333333333333,0.2,0.8666666666666667,0.8
CP000267,0.6072278019571556,0.7375119929631778,0.15789473684210525,0.08771929824561403,0.8421052631578947,0.9122807017543859,0.20967741935483872,0.3225806451612903,0.7903225806451613,0.6774193548387096
CP000454,0.6607824819646891,0.8191746450500568,0.25806451612903225,0.0967741935483871,0.7419354838709677,0.9032258064516129,0.25517241379310346,0.3310344827586207,0.7448275862068966,0.6689655172413793
CP000679,0.35702049374823314,0.30400837765721417,0.5433884297520661,0.41391184573002754,0.45661157024793386,0.5860881542699724,0.2637889688249401,0.42326139088729015,0.7362110311750599,0.5767386091127098
CP000884,0.6736117021943429,0.8609298904271139,0.4883720930232558,0.20930232558139536,0.5116279069767442,0.7906976744186046,0.19672131147540983,0.32786885245901637,0.8032786885245902,0.6721311475409836
CP001100,0.46234782902032884,0.48731147464726493,0.1,0.07733333333333334,0.9,0.9226666666666666,0.08620689655172414,0.1810344827586207,0.9137931034482759,0.8189655172413793
CP001339,0.6627738077953969,0.8560757603118369,0.29411764705882354,0.4117647058823529,0.7058823529411765,0.5882352941176471,0.21739130434782608,0.43478260869565216,0.782608695652174,0.5652173913043478
CP001674,0.5575447880091123,0.6473799018118963,0.06896551724137931,0.06403940886699508,0.9310344827586207,0.9359605911330049,0.32653061224489793,0.42857142857142855,0.673469387755102,0.5714285714285714
CP001743,0.6424616057159647,0.8050333999823133,0.11666666666666667,0.08333333333333333,0.8833333333333333,0.9166666666666666,0.2948717948717949,0.3717948717948718,0.7051282051282052,0.6282051282051282
CP001850,0.4489583798453074,0.4424503992133286,0.4102167182662539,0.18575851393188855,0.5897832817337462,0.8142414860681114,0.29141104294478526,0.26380368098159507,0.7085889570552147,0.7361963190184049
CP002026,0.6855199842021552,0.893568089926304,0.5714285714285714,0.35714285714285715,0.42857142857142855,0.6428571428571429,0.47368421052631576,0.15789473684210525,0.5263157894736842,0.8421052631578947
CP002171,0.3465011453110498,0.2766663792360093,0.5977653631284916,0.563625077591558,0.4022346368715084,0.43637492240844195,0.40746268656716417,0.5462686567164179,0.5925373134328358,0.4537313432835821
CP002400,0.5685117579966613,0.6959248725338587,0.1962025316455696,0.3037974683544304,0.8037974683544303,0.6962025316455697,0.1746031746031746,0.21428571428571427,0.8253968253968254,0.7857142857142857
CP002546,0.569385340437131,0.6528798472909643,0.11219512195121951,0.02926829268292683,0.8878048780487805,0.9707317073170731,0.0847457627118644,0.11864406779661017,0.9152542372881356,0.8813559322033898
CP002810,0.7417088058386201,0.9685549402861595,0,0,0,0,0,0,0,0
CP003171,0.6246381500061965,0.7846176647515758,0.0708955223880597,0.0708955223880597,0.9291044776119403,0.9291044776119403,0.375,0.5625,0.625,0.4375
CP003493,0.692551583365033,0.9023270908465141,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.2,0.4,0.8
CP003837,0.41359856240451104,0.3573864055037145,0.2357976653696498,0.24980544747081712,0.7642023346303501,0.7501945525291829,0.3237822349570201,0.4813753581661891,0.6762177650429799,0.5186246418338109
CP006587,0.637161035270863,0.8261324936583938,0.16161616161616163,0.13131313131313133,0.8383838383838383,0.8686868686868687,0.6615384615384615,0.6076923076923076,0.3384615384615385,0.3923076923076923
CP007451,0.4240430929959775,0.42122365256754846,0.2582697201017812,0.19020356234096691,0.7417302798982188,0.8097964376590331,0.3386454183266932,0.2689243027888446,0.6613545816733067,0.7310756972111554
CP010048,0.31314421066266956,0.19210949917490913,0.3584905660377358,0.39332365747460085,0.6415094339622641,0.6066763425253991,0.33905579399141633,0.3776824034334764,0.6609442060085837,0.6223175965665236
FP565575,0.5915579170786656,0.6973001925577461,0.09574468085106383,0.1702127659574468,0.9042553191489362,0.8297872340425532,0.2206896551724138,0.36551724137931035,0.7793103448275862,0.6344827586206897
HG934468,0.46074165434026054,0.5004169672688806,0.4550063371356147,0.3840304182509506,0.5449936628643853,0.6159695817490495,0.27455357142857145,0.390625,0.7254464285714286,0.609375
AE000513,0.6772065153517473,0.8500543696742433,0.125,0.041666666666666664,0.875,0.9583333333333334,0.21052631578947367,0.15789473684210525,0.7894736842105263,0.8421052631578947
AE008692,0.4783040375928473,0.45033855618702695,0.09210526315789473,0.14473684210526316,0.9078947368421053,0.8552631578947368,0.08438818565400844,0.08438818565400844,0.9156118143459916,0.9156118143459916
AE017196,0.3553269386385616,0.2765363875395517,0.5256166982922201,0.47438330170777987,0.47438330170777987,0.5256166982922201,0.44782608695652176,0.46956521739130436,0.5521739130434783,0.5304347826086957
AM286690,0.5534840821467757,0.6178297857319355,0.100418410041841,0.09205020920502092,0.899581589958159,0.9079497907949791,0.40559440559440557,0.3706293706293706,0.5944055944055944,0.6293706293706294
AP009152,0.7127274790965155,0.9339657843974323,0.25,0.0,0.75,1.0,0.75,0.4166666666666667,0.25,0.5833333333333334
AP012046,0.3672560324752774,0.27339179687927134,0.08518086347724621,0.15052508751458576,0.9148191365227538,0.8494749124854143,0.2937062937062937,0.35664335664335667,0.7062937062937062,0.6433566433566433
AP012342,0.5074988969252041,0.5389520224105314,0.05583756345177665,0.10152284263959391,0.9441624365482234,0.8984771573604061,0.06149732620320856,0.12566844919786097,0.9385026737967914,0.8743315508021391
BA000045,0.6298453406067768,0.7702691441172144,0.16326530612244897,0.07142857142857142,0.8367346938775511,0.9285714285714286,0.2782608695652174,0.4260869565217391,0.7217391304347827,0.5739130434782609
CP000117,0.4262251321239368,0.3534505888133022,0.24128503075871496,0.13123718386876282,0.758714969241285,0.8687628161312372,0.53984375,0.3890625,0.46015625,0.6109375
CP000269,0.552661256440307,0.6250718789738804,0.15757575757575756,0.048484848484848485,0.8424242424242424,0.9515151515151515,0.3493975903614458,0.5341365461847389,0.6506024096385542,0.46586345381526106
CP000462,0.6292920976942771,0.8159314279566859,0.37037037037037035,0.2345679012345679,0.6296296296296297,0.7654320987654321,0.33695652173913043,0.34782608695652173,0.6630434782608695,0.6521739130434783
CP000686,0.6102337476568274,0.6936169250938022,0.09051724137931035,0.11206896551724138,0.9094827586206896,0.8879310344827587,0.09523809523809523,0.2789115646258503,0.9047619047619048,0.7210884353741497
CP000885,0.3635682780410742,0.2859273467351359,0.2727272727272727,0.39693446088794926,0.7272727272727273,0.6030655391120507,0.4468775344687753,0.5141930251419302,0.5531224655312247,0.48580697485806973
CP001102,0.3617610342739194,0.26859971039460284,0.2489208633093525,0.5050359712230216,0.7510791366906475,0.4949640287769784,0.5741324921135647,0.5678233438485805,0.42586750788643535,0.43217665615141954
CP001341,0.6689329909324039,0.8349624409789558,0.17647058823529413,0.11764705882352941,0.8235294117647058,0.8823529411764706,0.2767857142857143,0.25892857142857145,0.7232142857142857,0.7410714285714286
CP001678,0.45947175886135033,0.3902552979779665,0.26537785588752194,0.28295254833040423,0.7346221441124781,0.7170474516695958,0.07606679035250463,0.23747680890538034,0.9239332096474954,0.7625231910946196
CP001744,0.5449586082071253,0.577398865679864,0.12244897959183673,0.07142857142857142,0.8775510204081632,0.9285714285714286,0.13636363636363635,0.17132867132867133,0.8636363636363636,0.8286713286713286
CP001854,0.7305483556414565,0.9425255134897605,1.0,0.0,0.0,1.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.8333333333333334
CP002028,0.467442125542953,0.48954682806465455,0.36649214659685864,0.2879581151832461,0.6335078534031413,0.7120418848167539,0.3574730354391371,0.3852080123266564,0.6425269645608629,0.6147919876733436
CP002175,0.30692912944204764,0.15401435755918533,0.34430379746835443,0.16265822784810127,0.6556962025316456,0.8373417721518988,0.483704974271012,0.17667238421955403,0.516295025728988,0.823327615780446
CP002403,0.4541809768230922,0.4757016497512265,0.7282463186077643,0.7295850066934404,0.2717536813922356,0.27041499330655955,0.476831091180867,0.5949177877428998,0.523168908819133,0.40508221225710017
CP002547,0.4743938686420233,0.5179942681761824,0.17058823529411765,0.17205882352941176,0.8294117647058824,0.8279411764705882,0.22409638554216868,0.25301204819277107,0.7759036144578313,0.7469879518072289
CP002825,0.3142252133424444,0.1826390998789678,0.4129711751662971,0.3514412416851441,0.5870288248337029,0.6485587583148559,0.42665289256198347,0.47107438016528924,0.5733471074380165,0.5289256198347108
CP003178,0.45906183709070575,0.4961670936879324,0.26142595978062155,0.3187081048141377,0.7385740402193784,0.6812918951858623,0.43916486681065514,0.564434845212383,0.5608351331893449,0.435565154787617
CP003495,0.6948170145125205,0.8793126275331018,0.2,0.2,0.8,0.8,0.06896551724137931,0.10344827586206896,0.9310344827586207,0.896551724137931
CP003869,0.4589259339354815,0.48223884611078344,0.15781710914454278,0.21091445427728614,0.8421828908554573,0.7890855457227138,0.17676767676767677,0.32323232323232326,0.8232323232323232,0.6767676767676768
CP006745,0.4126795295100983,0.3121680649458725,0.35446685878962536,0.33429394812680113,0.6455331412103746,0.6657060518731989,0.5101214574898786,0.4331983805668016,0.4898785425101215,0.5668016194331984
